City,State,Shape,Duration,Summary,Posted,Date,Time
Brookline Station,MO,Circle,60,Two objects ones flying at a super rate and disappeared the other hovering then disappeared,6/24/2016,6/22/2016,22:00:00
Riverside,RI,Circle,180,I saw a small red lighted ball in the clear night sky for approximately 3 minutes. I was able to take 3 photos of it. No sound.,1/6/2017,6/22/2016,22:00:00
Panama City,FL,Circle,20,Objects were seen out below the north star. Both circular objects were red and moving independently of each other in a small diameter.,6/24/2016,6/21/2016,22:45:00
Bogie Sound (Emerald Isle Bridge),NC,Circle,3600,3 red orange lights moving up and down by the Emerald Isle bridge across the sound in the same spot they would disappear then reappear,6/24/2016,6/20/2016,23:30:00
San Ramon,CA,Circle,300,Donut shaped craft or large balloon.,6/24/2016,6/20/2016,19:45:00
Endicott,NY,Circle,180,Single round red object was seen hovering in the eastern sky and moving at high speed with erratic flight path.,6/24/2016,6/20/2016,9:38:00
Silver Spring,MD,Circle,30,White transparent circular shape following airplane.,7/8/2016,6/19/2016,14:00:00
Atlanta,GA,Circle,2700,Seven 'Light spheres' - in synchronicity moving in the sky - unlike anything my wife and I have ever seen. Ever.,6/24/2016,6/19/2016,2:45:00
New York City,NY,Circle,300,Bright red round object appeared above a building and was stationary for about 3-4 minutes. Suddenly descended and moved quickly to the,6/24/2016,6/18/2016,23:40:00
Monaca,PA,Circle,240,Circular objects over Beaver County.,6/24/2016,6/18/2016,21:09:00
Chicago,IL,Circle,900,"Black drone shaped UFO flies slowly over Chicago and ORD on June 18, 2016.",6/24/2016,6/18/2016,20:05:00
East Northport,NY,Circle,420,Small round stationary object randomly winking light and fading away from clarity.,6/24/2016,6/18/2016,19:45:00
Farmingdale,NY,Circle,1200,A white circular object hovering in the sky above any planes.,6/24/2016,6/18/2016,18:40:00
Gold Beach,OR,Circle,180,"Round craft, bright in center, no sound, slowly moving west to east, hovered twice.",6/24/2016,6/18/2016,13:00:00
Pawleys Island,SC,Circle,300,We saw one large orange ball of light move over the ocean very purposefully. It reached a spot on the horizon and disappeared. Momen,6/24/2016,6/17/2016,22:30:00
West Babylon,NY,Circle,720,"8 objects witnessed over Long Island, NY.",6/24/2016,6/17/2016,21:40:00
West Babylon,NY,Circle,720,"8 objects witnessed over Long Island, NY.",6/24/2016,6/17/2016,21:40:00
New Orleans,LA,Circle,5,Orange globe shot out the top of the cloud.,6/24/2016,6/17/2016,21:30:00
Cornelia,GA,Circle,2700,"Bright, white object easily seen with naked eye NOT moving",6/24/2016,6/16/2016,11:45:00
Mount Vernon,OH,Circle,240,Large bright white light moving up to the sky.,6/16/2016,6/15/2016,20:25:00
Park Rapids,MN,Circle,300,A bright flash in sky that was green/blue. Two min. later a bright light appeared in sky moving extremely fast. ((anonymous report)),7/8/2016,6/14/2016,23:00:00
Phoenix,AZ,Circle,20,"Bright circular light over North Phoenix, then disappears.",6/16/2016,6/13/2016,22:30:00
Phoenix,AZ,Circle,180,Bright white/blue halo over Phoenix.,6/16/2016,6/13/2016,2:00:00
Indianapolis,IN,Circle,120,Orange orb spotted on north side of Indianapolis near Castleton area. ((anonymous report)),6/16/2016,6/12/2016,4:00:00
Indian Rock Beach,FL,Circle,900,At ~23:00 hrs. a bright white light hovered over the G. of Mexico. It hovered in one spot for 10-15 min. ((NUFORC Note: Star? PD)),6/16/2016,6/11/2016,23:00:00
Winter Park,FL,Circle,300,Red glowing object crossing the sky.,6/16/2016,6/11/2016,22:20:00
Madison,WI,Circle,600,Glowing fire ball very bright and fast just disappeared after a few minutes.,6/16/2016,6/11/2016,21:40:00
Winnipeg (Canada),MB,Circle,60,POSSIBLE UFO. ((anonymous report)),6/16/2016,6/9/2016,22:00:00
Butler,WI,Circle,2700,"A circle and the lights were going in all directions then came to the middle as 1, & started over. ((NUFORC Note: Adv. Lights? PD))",6/10/2016,6/7/2016,21:30:00
North Myrtle Beach,SC,Circle,5,My husband and I were on cherry Grove pier fishing and all of a sudden there was a glowing red light and then another showed up as one,6/10/2016,6/7/2016,21:00:00
Naperville,IL,Circle,300,Golden Circular vehicles seen in Naperville.,6/10/2016,6/6/2016,23:00:00
Longmeadow,MA,Circle,2700,Bright moving light with flashes around it.,6/10/2016,6/6/2016,22:30:00
Quaker Hill,CT,Circle,45,"Orb, silver, metallic; no sound.",6/10/2016,6/6/2016,16:20:00
Louisville,CO,Circle,300,"Wife and I saw a circle obj. that looked like a star moving NW. As it moved across the sky, it got really bright. ((anonymous report))",6/10/2016,6/5/2016,22:30:00
Central Square,NY,Circle,60,"Two separate occasions... red balls traveling northbound through center of sky. First one seemed to ""burn out"" after a bit.",6/10/2016,6/5/2016,21:50:00
Middletown,IL,Circle,14400,"A replay of what has been happening since 6/1/2012 here in Middletown, a lot of UFOs moving all over in our sky.",6/10/2016,6/5/2016,21:15:00
Andover,KS,Circle,60,Just sitting out side; bright orange ball from the N to the S. no noise or flashing lights. right over the house.,6/10/2016,6/4/2016,22:05:00
Murrells Inlet,SC,Circle,180,There wass 3 ball like objects moving very quickly through the sky. They slowed after a minute then disappeared one at a time. Just as,6/10/2016,6/4/2016,21:23:00
Fair Oaks,CA,Circle,480,"Metallic sphere hovering over edge of Folsom lake, California.",6/10/2016,6/4/2016,19:45:00
Portland,OR,Circle,60,((HOAX?? DATE IS FLAWED)) Faster then anything I've ever seen ((anonymous report)),6/10/2016,6/3/2016,23:50:00
Tacoma,WA,Circle,25,2 of my son's and 2 friends while at Baker middle school playing football when noticed something towards Fern hill elementary school fl,6/10/2016,6/3/2016,23:40:00
Tucson,AZ,Circle,2,"Bright yellow pulsating light, 3 sec. And exploded into a white light.",6/3/2016,6/2/2016,4:00:00
Blue Island,IL,Circle,1800,Two objects were seen trailing each other approximately 400 ft. apart with a orange glow. No sound; commercial aircraft's were in area.,6/1/2016,5/30/2016,21:50:00
Troy,ME,Circle,360,((HOAX??)) 2:30 a.m. pitch black out. I saw a circular object sitting still in sky. Had 3 or 4 extremely bright white lights on it.,6/1/2016,5/30/2016,2:30:00
Missoula,MT,Circle,180,"Bright, amber-white colored object moved across the sky for 3 minutes in an undulating motion.",6/10/2016,5/29/2016,23:00:00
Mt. Juliet,TN,Circle,180,"Red pulsating, round, small, silent UFO observed twice above very tall tree.",6/1/2016,5/29/2016,21:00:00
Port Clinton,OH,Circle,120,"Circular object with red, white and blue flashing lights",6/1/2016,5/29/2016,3:00:00
Aurora,CO,Circle,600,"((HOAX??)) Large light, changing from green to red, moving erratically with great speed in western sky.",6/1/2016,5/28/2016,22:25:00
Johnsonville,NC,Circle,180,"They were small bright orange circles. Sometimes together. Moving slowly. Sometimes moving beside each other,other times going differen",6/1/2016,5/28/2016,22:00:00
Cedarburg,WI,Circle,20,"Round object, turned from solid metal to red light before disappearing. ((anonymous report)).",6/10/2016,5/28/2016,17:50:00
Miami (South Dade),FL,Circle,900,I was out walking my dog. I noticed an bright orange circular object floating slowly mid sky. It looked like it was barely moving. Then,6/1/2016,5/28/2016,9:35:00
Sun City,AZ,Circle,3600,Orangish-red circular object seen north of Sun City AZ,6/1/2016,5/28/2016,9:00:00
Albuquerque,NM,Circle,120,"My daughter and I were out on the balcony, facing east, watching the stars. I saw a white light moving from south to east.",5/26/2016,5/25/2016,21:10:00
Brighton,CO,Circle,300,"3 white round objects moving NE over Brighton, CO, this morning.",5/26/2016,5/25/2016,9:00:00
Emerald Isle,NC,Circle,900,Bright Red/green squarish lights (6) flying one at a time over Emerald Island from sea to sound side towards mainland,5/26/2016,5/24/2016,21:00:00
Mishawaka,IN,Circle,15,There were 3 lights dancing around each other as if they were playing. ((anonymous report)),5/26/2016,5/23/2016,23:00:00
Rapid City,SD,Circle,5,I was dropping of my grandaughter with my wife. We were head back to the west side of town where we live i looked up toward the horizen,6/1/2016,5/23/2016,20:00:00
Eads,TN,Circle,900,Hovering sphere of white blue red lights over West TN.,6/1/2016,5/23/2016,19:00:00
Kenosha,WI,Circle,1800,We were outside having a fire an saw the reddish orange glowing balls in the sky. They were coming from the north heading siuth.,5/26/2016,5/21/2016,22:16:00
Dorothy,NJ,Circle,180,"Bright red, no-blinking light, no sound, no other lights.",5/26/2016,5/21/2016,20:58:00
Murfreesboro,TN,Circle,3600,Multiple UFO Sighting - Murfreesboro.,5/26/2016,5/21/2016,20:50:00
New York,NY,Circle,120,UFO sightings over NYC (multiple occurrences).,6/24/2016,5/21/2016,12:50:00
New Berlin,WI,Circle,240,"Large, red-orange, disc moving at steady speed on 5/20. ((anonymous report))",5/26/2016,5/20/2016,23:30:00
New York City,NY,Circle,3,White hazy ball of light ~size of the moon flew by underneath the full moon in a matter of 3 seconds ; vanished. ((anonymous report)),5/26/2016,5/20/2016,22:30:00
Pittsburgh,PA,Circle,10800,It was A Bright Light. It Would Move Sporadically. There Were Also Multiple Other Small Dim Lights That Would Move Very Fast In Multipl,5/20/2016,5/20/2016,13:00:00
Coeur d'Alene,ID,Circle,1200,Two orange orbs over Canfield Mountain.,5/26/2016,5/19/2016,23:00:00
Knoxville,TN,Circle,10800,Yellowish circular object moving in same region of space for more than three hours.,10/27/2016,5/19/2016,21:50:00
Skokie,IL,Circle,30,Silver shining disk flew overhead in front of my car in sky. Occurred in broad daylight. Bright day with clouds. No wings on this airc,5/20/2016,5/19/2016,10:30:00
Galloway,NE,Circle,10,"Round, large, green objects.",5/20/2016,5/17/2016,0:13:00
Schaumburg,IL,Circle,600,"Seen two, three paired circles rotating and converging into single circle and coming back to its original position n doing same thing a",5/20/2016,5/14/2016,22:45:00
Lafayette,NJ,Circle,300,Red round lights in a strange formation went across the sky,5/20/2016,5/14/2016,22:35:00
Charlotte,NC,Circle,10,"Blue orb with aura seen on American Airlines flight near Charlotte, NC, airport.",5/20/2016,5/14/2016,18:45:00
Ashburn,VA,Circle,360,Was getting ready for bed and then looked out to see the stars. I noticed one star was very bright and then started moving. I then noti,5/20/2016,5/14/2016,3:00:00
Puyallup,WA,Circle,120,2 orange/red circles flying in unison over Puyallup.,5/26/2016,5/13/2016,21:50:00
Duck Key,FL,Circle,180,Bright orange lights,5/20/2016,5/13/2016,21:20:00
Bobcaygeon (Canada),ON,Circle,120,Object moving from toronto towards a indirectionacross bobcaygeon,5/20/2016,5/11/2016,5:10:00
Prescott,AZ,Circle,360,Strange light makes 90 degree turn.,5/20/2016,5/10/2016,22:00:00
Sherbrooke (Canada),QC,Circle,300,"2 white orbs UFO in day time, and then jets. Very bright.",5/10/2016,5/7/2016,19:00:00
Buffalo Grove,IL,Circle,60,Circular object with multiple lights arround the outside and hovering noise coming from it.,5/10/2016,5/6/2016,23:30:00
Cocoa,FL,Circle,30,Three bright orange balls in a triangular formation,5/10/2016,5/6/2016,22:10:00
Round Lake,IL,Circle,10,Retired Police Ofc. Seen a Planet or bright star shaped white object moving fast- West of Chicago 05/05/16 2100 Hrs.,5/10/2016,5/6/2016,21:00:00
Janesville,WI,Circle,10,((NUFORC Note: Witness provides no information. PD)),5/20/2016,5/6/2016,21:00:00
Tamarac,FL,Circle,120,"Extremely bright orange ball of light quickly ascending into sky, leaving a slight trail as it rose.",5/6/2016,5/6/2016,1:30:00
Westminster,CO,Circle,60,Large orange globe going from south to north along the Ft. Range of Colorado west of the Denver area.,5/6/2016,5/5/2016,22:30:00
Batavia,IA,Circle,1800,White lights brighter than stars. thrugh binoculars you could see round craft detail of many lights outlined.,5/6/2016,5/5/2016,1:45:00
Woodbridge,VA,Circle,360,3 lighted circular objects moving swiftly.,5/6/2016,5/4/2016,21:16:00
Stockbridge,GA,Circle,25,It happened so quickly. I was sitting in the car and had been outside since I got out of school watching my show on Netflix.My sister k,5/6/2016,5/3/2016,21:06:00
Socorro,NM,Circle,6,5 yellow or orange discs.,5/26/2016,4/28/2016,21:00:00
Oak Island,NC,Circle,720,"Mostly orange-red circular objects appeared in southern sky over ocean near Oak Island, NC",4/29/2016,4/28/2016,20:34:00
Camp Verde,AZ,Circle,120,"Round black object in the sky by Camp Verde, AZ with no sound, just hovering.",5/6/2016,4/28/2016,0:00:00
Mayville,MI,Circle,2100,"I was sitting in my car, and I was waiting for a friend that was grabbing clothes from her house. I was just watching the sky when i no",4/29/2016,4/27/2016,23:00:00
Cherry Grove (MCAS),SC,Circle,3,"3rd sighting in the past 4 weeks-1st time of reporting. Tonight, we saw one Orange light, then it disappeared. Seconds later, 2",4/29/2016,4/27/2016,22:00:00
Oak Island,NC,Circle,180,"Red-orange circular objects seen in southern sky over ocean off of Oak Island, NC",4/29/2016,4/27/2016,20:46:00
Barstow,CA,Circle,5,Green circle illuminated by a bright green light disappeared,4/29/2016,4/26/2016,21:40:00
Oak Island,NC,Circle,1800,"Mostly orange-red circular objects appeared in southern sky over ocean near Oak Island, NC.",4/29/2016,4/26/2016,20:30:00
Somerset,KY,Circle,300,Dark but shiny round object observed hovering midday.,4/29/2016,4/24/2016,15:00:00
Clearwater,FL,Circle,240,Bright orange ball moving slowly across the night sky.,4/29/2016,4/23/2016,21:30:00
Maywood,CA,Circle,10800,Flying vessel over the time of incident people apparently talking to themselves.flying object stayed still for more than one hour. No c,4/29/2016,4/23/2016,12:00:00
Mount Vernon,MO,Circle,30,Very large bright green ball of light zoomed across the sky with no trail of any sort and ring of gold light around it.,4/29/2016,4/23/2016,2:28:00
Green Valley,AZ,Circle,10,Yellow circle object bright as a Christmas tree going warp speed as a plane was coming it just vanish,4/29/2016,4/22/2016,23:30:00
Johns Creek/Atlanta,GA,Circle,600,Reddish light hanging over Atlanta.,4/29/2016,4/22/2016,22:30:00
San Antonio,TX,Circle,180,Circular Craft with Red Flashing Lights,4/29/2016,4/22/2016,21:10:00
Light,AR,Circle,20,Bright white sphere witnessed while eastbound on Hwy. 412.,4/22/2016,4/21/2016,23:40:00
Hermantown,MN,Circle,600,Looking up at the moon and noticed a circular object moving. The obj. appeared to be in color of blue red and green.,4/22/2016,4/21/2016,3:00:00
Royal Palm Beach,FL,Circle,60,2 lifesaver-shaped glowing objects in Royal Palm Beach.,4/29/2016,4/20/2016,20:30:00
Orlando,FL,Circle,120,"Two white object by MCO moving faster than commercial airline, no sound. ((anonymous))",4/22/2016,4/19/2016,21:39:00
Plainfield,IL,Circle,10,"Bright White/Grey light moves across Plainfield, Illinois.",4/29/2016,4/18/2016,20:00:00
Blackwood,NJ,Circle,300,"Large orange glowing fireball. ((NUFORC Note: Possible sighting of a ""Chinese"" lantern, flying overhead?? PD))",4/22/2016,4/17/2016,22:30:00
